,name,link,address,postcode,phone_number,founded_year,summary_description,nums_employee,website,technology,industry_focus,similar_companies,company_id
2051,ReadyTech Workforce Solutions,https://au.linkedin.com/company/readytechworkforce,"Level 1, 35 Saunders St, Pyrmont, NSW, Australia",2009,,1984.0,"Ready Pay is a part of ReadyTech (ASX listed, RDY), that exists to help communities thrive. From education and workforce management to local communities, government, justice systems and beyond, we create awesome technology that helps our customers navigate complexity, while also delivering meaningful outcomes.Ready Pay offers payroll solutions made for any modern workforce. Our cloud-base solutions reduce your costs, keeps your business compliant, saves you time, engages and empowers your employees and most importantly keeps you, the employer happy and relaxed. Whether you prefer to do it yourself in-house or require us to manage it for you, Ready Pay has a tailored payroll solution for your business.",201-500,https://www.readytech.com.au/what-we-do/workforce-solutions/,"['Employee Management Solutions', 'Payroll & Cloud Software Solutions', 'Talent & HRMS Solutions', 'OHS/WHS Solutions', 'Employee/Manager Self Service Portal', 'Business Intelligence Reporting', 'Implementation, Training & Consulting', 'Mobile solutions', 'Cloud', 'SaaS', 'Managed Services', 'Outsource Payroll', 'Payroll Expertise', 'Compliance Expertise', 'Payroll services', 'Timesheet Management ', 'Leave Management ', 'HR3', 'Aussiepay', 'ePayroll', 'Wagelink']",Information Technology & Services,"[{'name': 'ReadyTech', 'link': 'https://au.linkedin.com/company/readytechau', 'industry': 'IT Services and IT Consulting', 'location': 'Sydney, NSW'}, {'name': 'HR3 Consulting', 'link': 'https://es.linkedin.com/company/hr3-consulting', 'industry': 'IT Services and IT Consulting', 'location': 'Palma, ISLAS BALEARES'}, {'name': 'ReadyTech Education', 'link': 'https://au.linkedin.com/company/readytecheducation', 'industry': 'Education Administration Programs', 'location': 'Pyrmont, NSW'}, {'name': 'ReadyTech', 'link': 'https://www.linkedin.com/company/readytech', 'industry': 'Software Development', 'location': 'Oakland, CA'}, {'name': 'Employment Hero', 'link': 'https://au.linkedin.com/company/employment-hero', 'industry': 'Human Resources Services', 'location': 'Sydney, NSW'}, {'name': 'MYOB', 'link': 'https://au.linkedin.com/company/myob', 'industry': 'Software Development', 'location': 'Cremorne, Victoria'}, {'name': 'CaseWare Australia & New Zealand', 'link': 'https://au.linkedin.com/company/caseware-australia-&-new-zealand', 'industry': 'Software Development', 'location': 'Abbotsford, Victoria'}, {'name': 'ReadyTech Work Pathways', 'link': 'https://au.linkedin.com/company/readytechworkpathways', 'industry': 'IT Services and IT Consulting', 'location': 'Pyrmont, NSW'}, {'name': 'Sage', 'link': 'https://www.linkedin.com/company/sage-software', 'industry': 'Software Development', 'location': None}, {'name': 'KeyPay Cloud Payroll & Workforce Management', 'link': 'https://au.linkedin.com/company/webscale-pty-ltd', 'industry': 'IT Services and IT Consulting', 'location': 'Sydney, NSW'}]",
2060,HowToo,https://au.linkedin.com/company/how-too,"1 Sussex St, Sydney, NSW, Australia",2000,,2018.0,"HowToo is a powerful new training course creation platform that allows you to create beautiful, branded learning experiences, faster than ever before.Forget the days of hiring authoring tool experts, and leave your tired PowerPoints behind.  In just two years, HowToo has challenged the established eLearning market by allowing anyone to create upskilling and onboarding training for their businesses in minutes. HowToo brings a unique focus on science-backed learning principles and digital accessibility. Infusing these commitments into our platform allows anyone to create high quality learning that can be experienced by people of all abilities.> Create stunning courses easily> Share your learning in a few clicks> Track your learner's results, refine and improve.Get started completely free on our Starter plan today!",11-50,https://hubs.ly/Q01crlPX0,"['elearning', 'company training', 'instructional design', 'onboarding', 'upskilling', 'employee rentention']",E-learning,"[{'name': 'Savv-e', 'link': 'https://au.linkedin.com/company/savv-e', 'industry': 'E-Learning Providers', 'location': 'Sydney, New South Wales'}, {'name': 'Champion Life Education', 'link': 'https://au.linkedin.com/company/champion-life-education-pty-ltd', 'industry': 'Wellness and Fitness Services', 'location': 'Noosa, Queensland'}, {'name': 'Catalyser', 'link': 'https://au.linkedin.com/company/catalysergiving', 'industry': 'IT Services and IT Consulting', 'location': 'Haymarket, New South Wales'}, {'name': 'Platute', 'link': 'https://au.linkedin.com/company/platute', 'industry': 'Education Administration Programs', 'location': 'Sydney, NSW'}, {'name': 'Papua New Guinea Safer Internet Day Committee', 'link': 'https://www.linkedin.com/company/papua-new-guinea-safer-internet-day-committee', 'industry': 'Non-profit Organizations', 'location': None}, {'name': 'The Studio Au', 'link': 'https://au.linkedin.com/company/thestudioau', 'industry': 'Non-profit Organizations', 'location': 'Sydney, NSW'}, {'name': 'Chameleon Creator', 'link': 'https://nz.linkedin.com/company/chameleoncreator', 'industry': 'IT Services and IT Consulting', 'location': 'Wellington, Wellington Region'}, {'name': 'Change Republic', 'link': 'https://au.linkedin.com/company/changerepublic', 'industry': 'E-Learning Providers', 'location': 'Woolgoolga, New South Wales'}, {'name': 'Share with Oscar', 'link': 'https://au.linkedin.com/company/share-with-oscar', 'industry': 'Internet Publishing', 'location': 'Sydney, New South Wales'}, {'name': 'My Verification Service', 'link': 'https://au.linkedin.com/company/my-verification-service', 'industry': 'Human Resources Services', 'location': 'North Sydney, New South Wales'}]",
2065,cubix.co,https://au.linkedin.com/company/cubix-co,", Melbourne, Victoria, Australia",3000,,,"Experts in the full spectrum of IT services from Strategy, Applications, Infrastructure,  Project Management, Mobile Apps, Security, Support, Digital solutions, Migration to Cloud and more...",11-50,https://www.cubixco.com.au/,"['Web Sites', 'Office 365', 'Cloud', 'Digitisation ', 'PCI DSS', 'Akamai', 'Andriod', 'iOS Apps', 'Data Centers', 'Application Support', 'SDLC', 'IT Strategy', 'DR', 'Cloud Hosting', 'Azure', 'AWS', 'Backups as a Service', 'IaaS', 'Chat Bot', 'Automation']",Information Technology & Services,[],
2067,Velan Consulting Pty Ltd,https://au.linkedin.com/company/velanconsulting,", Sydney, NSW, Australia",2150,,,"Velan Consulting is an Australia based IT Recruitment Company Serving broad range of top Industry Clients across Australia.

Our Clients spread across Federal, State and Private Sectors in Australia.

We are the Direct Supplier to all our Federal Government & Private Clients.",51-200,http://www.velanconsulting.com.au,"['IT Recruitment Services', 'Recruitment Process Outsourcing', 'Permanent Staffing', 'Temporary Staffing']",IT Services and IT Consulting,"[{'name': 'Hastha Solutions', 'link': 'https://au.linkedin.com/company/hastha-solutions', 'industry': 'IT Services and IT Consulting', 'location': 'Goldcoast, Queensland'}, {'name': 'Zone IT Solutions', 'link': 'https://au.linkedin.com/company/zoneitsolutions', 'industry': 'Staffing and Recruiting', 'location': 'Melbourne, VIC'}, {'name': 'Ariston Partners', 'link': 'https://au.linkedin.com/company/ariston-partners-australia-pty-limited', 'industry': 'Staffing and Recruiting', 'location': 'Chatswood, New South Wales'}, {'name': 'Hays', 'link': 'https://www.linkedin.com/company/hays', 'industry': 'Staffing and Recruiting', 'location': 'London, England'}, {'name': 'Adactin Group Pty. Ltd.', 'link': 'https://au.linkedin.com/company/adactingroup', 'industry': 'IT Services and IT Consulting', 'location': 'Parramatta, NSW'}, {'name': 'Deloitte', 'link': 'https://www.linkedin.com/company/deloitte', 'industry': 'Business Consulting and Services', 'location': None}, {'name': 'iVEGA Consulting', 'link': 'https://au.linkedin.com/company/ivega-consulting', 'industry': 'IT Services and IT Consulting', 'location': 'Parramatta, New South Wales'}, {'name': 'Tech Mahindra', 'link': 'https://in.linkedin.com/company/tech-mahindra', 'industry': 'IT Services and IT Consulting', 'location': 'Pune, Maharashtra'}, {'name': 'CareCone Australia', 'link': 'https://au.linkedin.com/company/carecone', 'industry': 'Staffing and Recruiting', 'location': 'Canberra, Australian Capital Territory'}, {'name': 'Wipro', 'link': 'https://in.linkedin.com/company/wipro', 'industry': 'IT Services and IT Consulting', 'location': 'Bangalore, Karnataka'}]",
2069,DreamWalk App Development,https://au.linkedin.com/company/dreamwalk,"4-8 Osborne St Level 1, South Yarra, Victoria, Australia",3141,,2008.0,"DreamWalk App Development is an award-winning mobile app development and design agency based in Melbourne, Australia and established in 2008. With more No. 1 apps and a long history of mobile innovation, DreamWalk is one of the most highly regarded names in Australian app development.

DreamWalk is one of Australia's longest standing app development companies and the most the most trusted, developing innovative iPhone, iPad and Android apps ethically and transparently for startups through to SMEs and large corporations. 

Our apps have ranked number 1 on the iTunes App Store more than any other Australian app developer. They've been featured in just about every news outlet in Australia and have kept millions of users around the world entertained and informed.

DreamWalk is the only Australian app development company committed to doing business in an ethical, sustainable and transparent way. We believe in the basic principal of treating our clients, our employees and our planet with care, compassion and respect. This is reflected in our unique Ethical App Development Charter.",11-50,https://dreamwalk.com.au,"['iPhone app development', 'iPad app development', 'Android app development', 'Website development', 'Web design', 'Software development', 'mobile app development', 'UX design', 'UI Design', 'App design', 'mobile strategy', 'startups', 'app startup', 'iOS development', 'App developers', 'app development', 'app designers']",IT Services and IT Consulting,"[{'name': 'Wave Digital App Development', 'link': 'https://au.linkedin.com/company/wave-digital-pty-ltd-', 'industry': 'IT Services and IT Consulting', 'location': 'Melbourne, Victoria'}, {'name': 'Appetiser Apps', 'link': 'https://au.linkedin.com/company/appetiserapps', 'industry': 'IT Services and IT Consulting', 'location': 'Richmond, Victoria'}, {'name': 'Launchpad App Development', 'link': 'https://au.linkedin.com/company/launchpad-apps', 'industry': 'IT Services and IT Consulting', 'location': 'Cremorne, Victoria'}, {'name': 'Out There', 'link': 'https://au.linkedin.com/company/out-there-dating', 'industry': 'IT Services and IT Consulting', 'location': 'melbourne, Victoria'}, {'name': 'Webhype', 'link': 'https://au.linkedin.com/company/webhype', 'industry': 'Advertising Services', 'location': 'Richmond, VIC'}, {'name': 'Buzinga App Development', 'link': 'https://au.linkedin.com/company/buzinga-app-development', 'industry': 'IT Services and IT Consulting', 'location': 'Richmond, VIC'}, {'name': 'Appello Software', 'link': 'https://au.linkedin.com/company/appello-software', 'industry': 'Software Development', 'location': 'Sydney, New South Wales'}, {'name': 'Flutter App Development', 'link': 'https://in.linkedin.com/company/flutter-app-development-firm', 'industry': 'Software Development', 'location': 'Bangalore, karnataka'}, {'name': 'Appetizer Mobile LLC', 'link': 'https://www.linkedin.com/company/appetizer-mobile-llc', 'industry': 'Software Development', 'location': 'New York City, NY'}, {'name': 'Atlassian', 'link': 'https://au.linkedin.com/company/atlassian', 'industry': 'Software Development', 'location': 'Sydney, NSW'}]",
2074,Megaport,https://au.linkedin.com/company/megaport,"Level 4, 825 Ann St, Fortitude Valley, Queensland, Australia",4006,,2013.0,"We make connectivity easy. 

Megaport is changing the way people, enterprises, and service providers interconnect globally. Our Software Defined Network (SDN) connects 700+ enabled data centres in 20+ countries across North America, Asia Pacific, and Europe. We enable customers with fast, flexible, secure and on-demand connectivity to leading cloud, network, and managed service providers. Our Network as a Service solution offers greater agility, reduced operating costs, and increased speed to market compared to traditional connectivity options.",201-500,https://www.megaport.com,"['Virtual Networks', 'Interconnection', 'Peering', 'Hybrid Cloud', 'AWS', 'Google Cloud Platform', 'Direct Connect', 'Google Cloud Interconnect', 'Cloud Networking', 'Virtual Cross Connect', 'VXC', 'Elastic Bandwidth', 'Elastic Fabric', 'Microsoft Azure ExpressRoute', 'Office 365', 'Oracle Cloud']",Software Development,"[{'name': 'Superloop', 'link': 'https://au.linkedin.com/company/superloop', 'industry': 'Telecommunications', 'location': 'Brisbane, QLD'}, {'name': 'Cloudscene', 'link': 'https://au.linkedin.com/company/cloudscene', 'industry': 'Telecommunications', 'location': 'Fortitude Valley, QLD'}, {'name': 'NEXTDC', 'link': 'https://au.linkedin.com/company/nextdc', 'industry': 'IT Services and IT Consulting', 'location': 'Brisbane City, Queensland'}, {'name': 'SUBCO', 'link': 'https://au.linkedin.com/company/subco-connect', 'industry': 'Telecommunications', 'location': 'Fortitude Valley, Queensland'}, {'name': 'PacketFabric', 'link': 'https://www.linkedin.com/company/packetfabric', 'industry': 'Technology, Information and Internet', 'location': 'Culver City, CA'}, {'name': 'FiberSense', 'link': 'https://www.linkedin.com/company/fiber-sense-pty-ltd', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'Equinix', 'link': 'https://www.linkedin.com/company/equinix', 'industry': 'Software Development', 'location': 'Redwood City, California'}, {'name': 'Console Connect', 'link': 'https://uk.linkedin.com/company/consoleconnect', 'industry': 'Telecommunications', 'location': 'London, England'}, {'name': 'Biopixel', 'link': 'https://au.linkedin.com/company/biopixel', 'industry': 'Media Production', 'location': 'Cairns, Queensland'}, {'name': 'iseek', 'link': 'https://au.linkedin.com/company/iseek-', 'industry': 'IT Services and IT Consulting', 'location': 'Brisbane, Queensland'}]",
2077,Smartabase,https://www.linkedin.com/company/fusions-sport-inc.,"Level 1, North Tower 339 Coronation Drive, Milton, Brisbane, QLD, Australia",4064,,2003.0,"Smartabase is the premier human performance optimization software platform for elite sports teams and military organizations. We combine flexible technology and deep expertise to collect, analyze and provide comprehensive, real-time knowledge and insights, enabling better decision making to drive performance. Unlike other companies, Smartabase brings customers into a global human performance community that is powering the industry forward.",51-200,https://smartabase.com/,"['Sports Performance', 'Data Analytics', 'Athlete Data Management', 'Performance Technologies', 'Athlete Management System', 'Elite Sports', 'Sports Science', 'Human Performance', 'Military', 'Tactical']",Software Development,"[{'name': 'VALD Performance', 'link': 'https://au.linkedin.com/company/vald-performance', 'industry': 'Wellness and Fitness Services', 'location': 'Brisbane, Queensland'}, {'name': 'Kitman Labs', 'link': 'https://ie.linkedin.com/company/kitman-labs', 'industry': 'Spectator Sports', 'location': None}, {'name': 'Catapult', 'link': 'https://au.linkedin.com/company/catapultsports', 'industry': 'Software Development', 'location': 'Melbourne, VIC'}, {'name': 'Teamworks', 'link': 'https://www.linkedin.com/company/teamworksapp', 'industry': 'IT Services and IT Consulting', 'location': 'Durham, NC'}, {'name': 'Movella Health & Sports', 'link': 'https://ca.linkedin.com/company/movella-health-sports', 'industry': 'Wellness and Fitness Services', 'location': 'Halifax, NS'}, {'name': 'STATSports', 'link': 'https://uk.linkedin.com/company/statsports', 'industry': 'Spectator Sports', 'location': None}, {'name': 'VALD', 'link': 'https://au.linkedin.com/company/vald', 'industry': 'Wellness and Fitness Services', 'location': 'Brisbane, Queensland'}, {'name': 'Sparta Science', 'link': 'https://www.linkedin.com/company/spartascience', 'industry': 'Software Development', 'location': 'Menlo Park, California'}, {'name': 'Grafted (Acquired by Teamworks)', 'link': 'https://www.linkedin.com/company/getgrafted', 'industry': 'Software Development', 'location': 'Charlotte, North Carolina'}, {'name': 'Retain Technologies', 'link': 'https://www.linkedin.com/company/retain-technologies', 'industry': 'Education Administration Programs', 'location': 'Scottsdale, Arizona'}]",
2088,Civica Asia Pacific,https://au.linkedin.com/company/civica-pty-limited,"277 William St, Melbourne, Victoria, Australia",3000,,1977.0,"Civica is one of the UK’s largest software companies and a leader in Asia Pacific, with over 30 years of proven expertise in delivering improved outcomes for public services around the world.",1001-5000,http://www.civica.com,"['Education', 'Finance & Distribution', 'Freight Forwarding', 'Health Insurance', 'Library Management Solutions', 'Local Government', 'Software & IT Services', 'Community Protection', 'State Government', 'Cloud and Managed Services', 'Digital Transformation', 'Business Process Outsourcing', 'SaaS', 'Cloud', 'Care Services']",IT Services and IT Consulting,"[{'name': 'Civica', 'link': 'https://uk.linkedin.com/company/civica', 'industry': 'IT Services and IT Consulting', 'location': 'London, London'}, {'name': 'Civica India', 'link': 'https://in.linkedin.com/company/civica-india', 'industry': 'IT Services and IT Consulting', 'location': 'Vadodara, Gujarat'}, {'name': 'Cívica', 'link': 'https://es.linkedin.com/company/civica-soft', 'industry': 'IT Services and IT Consulting', 'location': 'Granada, Granada'}, {'name': 'Rishabh Software', 'link': 'https://in.linkedin.com/company/rishabh-software', 'industry': 'IT Services and IT Consulting', 'location': 'Vadodara, Gujarat'}, {'name': 'Numerator', 'link': 'https://www.linkedin.com/company/numerator', 'industry': 'Market Research', 'location': 'Chicago, Illinois'}, {'name': 'Allscripts', 'link': 'https://www.linkedin.com/company/allscripts', 'industry': 'Software Development', 'location': 'Chicago, IL'}, {'name': 'PMC Retail', 'link': 'https://uk.linkedin.com/company/pmcretail', 'industry': 'IT Services and IT Consulting', 'location': 'Abingdon, Oxfordshire'}, {'name': 'Deloitte', 'link': 'https://www.linkedin.com/company/deloitte', 'industry': 'Business Consulting and Services', 'location': None}, {'name': 'Datacom', 'link': 'https://nz.linkedin.com/company/datacom', 'industry': 'IT Services and IT Consulting', 'location': 'Auckland, Auckland'}, {'name': 'Capgemini', 'link': 'https://fr.linkedin.com/company/capgemini', 'industry': 'IT Services and IT Consulting', 'location': 'Paris, France'}]",
2094,Furthr,https://au.linkedin.com/company/furthr-app,"50 Carrington St, Sydney, New South Wales, Australia",2000,,2017.0,"It's easy to show your customers you love them with Furthr's always on cashback, powered by card-linking technology. Show your customers love and they'll love you back. Just like that.

Simply connect any Visa or Mastercard to the Furthr app and start earning each time you spend with our amazing partners like The Iconic, Adore Beauty, HP, Klook and BWS.",11-50,http://www.furthr.com,"['automatic cashback', 'loyalty', 'fintech', 'shopping', 'CLO']",Software Development,"[{'name': 'Hyre.', 'link': 'https://au.linkedin.com/company/hyre.', 'industry': 'Staffing and Recruiting', 'location': 'Sydney, NSW'}, {'name': 'Slyp', 'link': 'https://au.linkedin.com/company/slypreceipts', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'TEN13', 'link': 'https://au.linkedin.com/company/ten13', 'industry': 'Venture Capital and Private Equity Principals', 'location': None}, {'name': 'ID-Pal', 'link': 'https://ie.linkedin.com/company/id-pal', 'industry': 'Financial Services', 'location': 'Dublin, County Dublin'}, {'name': 'CipherStash', 'link': 'https://au.linkedin.com/company/cipherstash', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'Talentpool Recruitment Group', 'link': 'https://au.linkedin.com/company/talentpool-recruitment-group', 'industry': 'Staffing and Recruiting', 'location': 'Sydney, New South Wales'}, {'name': 'SEND', 'link': 'https://au.linkedin.com/company/sendapp', 'industry': 'Food and Beverage Services', 'location': 'Sydney, NSW'}, {'name': 'Weel (Previously DiviPay)', 'link': 'https://au.linkedin.com/company/letsweel', 'industry': 'Financial Services', 'location': 'Sydney, New South Wales'}, {'name': 'Klook', 'link': 'https://hk.linkedin.com/company/klook', 'industry': 'Travel Arrangements', 'location': None}, {'name': 'Frollo', 'link': 'https://au.linkedin.com/company/frollo', 'industry': 'Financial Services', 'location': 'North Sydney, NSW'}]",
2110,SEEK,https://au.linkedin.com/company/seek,"Level 6, Melbourne, , Australia",3004,,1997.0,"Founded in Melbourne, Australia, in 1997, SEEK is a market leader in online employment marketplaces, operating across Asia Pacific and Latin America.With the idea to make it easier and quicker for candidates and hirers to connect by moving print newspaper job ads online, www.seek.com.au was launched in 1998. Since then, SEEK has continued to innovate and develop unique technology solutions whilst expanding in to new markets.Today in Australia, SEEK also compasses SEEK Learning, which helps connect people with quality education opportunities, SEEK Business, where businesses and franchises can be sold, and SEEK Volunteer, Australia’s largest single source of volunteer opportunities.SEEK has also expanded into New Zealand and acquired businesses in Asia and Latin America.Jobstreet.com from Malaysia, and JobsDB.com from Hong Kong, were acquired by SEEK in 2014 and merged to form SEEK Asia. Today, SEEK Asia is a leading provider of online employment marketplaces operating across seven countries throughout South-East Asia.SEEK is one of Australia’s Top-50 listed companies, employing more than 3,000 people across the globe. With a clear purpose of helping people live more fulfilling and productive working lives and help organisations succeed, SEEK has exposure to 900 million people, 50 million candidate relationships, and 300,000 hirer relationships.** 2021 SEEK Annual Report",5001-10000,https://www.seek.com.au/,"['Online Employment Classifieds', 'Job Boards', 'Education', 'Employment', 'Job Ads', 'Proactive Sourcing', 'Recruitment']",Computer Software,"[{'name': 'REA Group', 'link': 'https://au.linkedin.com/company/rea-group', 'industry': 'Online Audio and Video Media', 'location': 'Richmond, Victoria'}, {'name': 'Workforce Australia for Individuals', 'link': 'https://www.linkedin.com/company/workforceaustraliaforindividuals', 'industry': 'Government Administration', 'location': None}, {'name': 'Indeed.com', 'link': 'https://www.linkedin.com/company/indeed-com', 'industry': 'Software Development', 'location': 'Austin, Texas'}, {'name': 'JobsDB Hong Kong', 'link': 'https://hk.linkedin.com/company/jobsdb', 'industry': 'Software Development', 'location': None}, {'name': 'JobStreet Malaysia', 'link': 'https://my.linkedin.com/company/jobstreet-com-malaysia', 'industry': 'Human Resources Services', 'location': 'Kuala Lumpur, Federal Territory of Kuala Lumpur'}, {'name': 'Canva', 'link': 'https://au.linkedin.com/company/canva', 'industry': 'Software Development', 'location': 'Surry Hills, New South Wales'}, {'name': 'Xero', 'link': 'https://nz.linkedin.com/company/xero', 'industry': 'Software Development', 'location': 'Wellington City, Wellington'}, {'name': 'Google', 'link': 'https://www.linkedin.com/company/google', 'industry': 'Software Development', 'location': 'Mountain View, CA'}, {'name': 'Atlassian', 'link': 'https://au.linkedin.com/company/atlassian', 'industry': 'Software Development', 'location': 'Sydney, NSW'}, {'name': 'JobStreet Indonesia', 'link': 'https://id.linkedin.com/company/jobstreet.co.id', 'industry': 'Human Resources Services', 'location': 'Jakarta, DKI Jakarta'}]",
2111,AgileBI,https://au.linkedin.com/company/agile-bi-pty-ltd," Suite 2, Level 1, 18-20 York Street, Sydney, NSW, Australia",2000,,2010.0,"Agile BI delivers Data Analytics and Business Intelligence solutions and services using the Microsoft Azure Cortana Intelligence suite including Power BI. We are a Microsoft Gold Partner in Data Analytics and have a track record of delivering solutions in the Cloud, on premise using SQL Server and in Hybrid scenarios. Agile BI operates in Australia with headquarters in Sydney, in which it hosts the official Power BI User group. We have built up a reputation as one of Australia’s most respected service providers in the Microsoft BI arena especially with Modern BI including Power BI. Since our establishment in 2010, we have developed a reputation as BI Experts. This is due to our results focus and strong technical expertise. Using these pillars to understand and deliver on the needs and objectives of all our clients drives that reputation. We have a wide range of clients across many industries, from small businesses to major national and international corporations. Our primary focus is on large organisations. This includes financial services corporations and the public sector, but we are highly flexible in what we do and this allows us to work with businesses of every shape and size. We can service clients from small and medium size companies to the biggest and most prominent enterprises, including government departments and global private sector brands.",11-50,http://www.agilebi.com.au,"['Business Intelligence', 'Management Reports', 'Self-service Reporting', 'Power BI', 'Executive Dashboards', 'Microsoft Azure', 'Microsoft BI Training', 'Advanced Analytics', 'Data Analytics']",Information Technology & Services,"[{'name': 'Intellify', 'link': 'https://au.linkedin.com/company/intellify-pty-ltd', 'industry': 'Information Technology and Services', 'location': 'Sydney, New South Wales'}, {'name': 'Agile Analytics', 'link': 'https://au.linkedin.com/company/agile-analytics-pty-ltd', 'industry': 'Information Technology and Services', 'location': 'Sydney, New South Wales'}, {'name': 'Cloud BI', 'link': 'https://au.linkedin.com/company/cloud-bi-pty-ltd', 'industry': 'Information Technology and Services', 'location': 'Sydney, NSW'}, {'name': 'agileBI', 'link': 'https://de.linkedin.com/company/agile-bi', 'industry': 'Information Technology and Services', 'location': 'Köln, Nordrhein-Westfalen'}, {'name': 'Summit Insights', 'link': 'https://au.linkedin.com/company/summit-insights', 'industry': 'Information Services', 'location': 'North Sydney, NSW'}, {'name': 'BI WORLDWIDE Canada', 'link': 'https://ca.linkedin.com/company/bi-worldwide-canada', 'industry': 'Marketing and Advertising', 'location': 'North Vancouver, British Columbia'}, {'name': 'DataMinds', 'link': 'https://au.linkedin.com/company/dataminds_au', 'industry': 'Information Technology and Services', 'location': 'North Sydney, New South Wales'}, {'name': 'HomeHello', 'link': 'https://www.linkedin.com/company/homehello', 'industry': 'Internet', 'location': None}, {'name': 'AFD Technologies', 'link': 'https://fr.linkedin.com/company/afd-technologies', 'industry': 'Information Technology and Services', 'location': None}, {'name': 'Contexity AG', 'link': 'https://ch.linkedin.com/company/contexity-ag', 'industry': 'Information Technology and Services', 'location': None}]",
2114,Vix Resources,https://au.linkedin.com/company/vix-resources,"50 St Georges Terrace, Perth, Western Australia, Australia",6000,,2000.0,Vix Resources is now a part of INX Software,11-50,https://www.vixresources.com/,Logistics,Information Technology & Services,"[{'name': 'INX Software', 'link': 'https://au.linkedin.com/company/inx-software', 'industry': 'Computer Software', 'location': 'West Perth, Western Australia'}, {'name': 'Tanarra Capital', 'link': 'https://au.linkedin.com/company/tanarra-capital', 'industry': 'Financial Services', 'location': 'Melbourne, Victoria'}, {'name': 'Harden East & Conti', 'link': 'https://au.linkedin.com/company/harden-east-&-conti', 'industry': 'Accounting', 'location': None}, {'name': 'Sustainability Pty Ltd', 'link': 'https://au.linkedin.com/company/sustainability-pty-ltd', 'industry': 'Management Consulting', 'location': 'Perth, WA'}, {'name': 'FAMILY ZONE LIMITED', 'link': 'https://www.linkedin.com/company/family-zone-limited', 'industry': 'Information Technology and Services', 'location': 'Hounslow, England'}, {'name': 'siworks immo', 'link': 'https://ch.linkedin.com/company/siworks-immo', 'industry': 'Real Estate', 'location': 'Schindellegi, Schweiz'}, {'name': 'CropLife Australia', 'link': 'https://ph.linkedin.com/company/croplife-australia', 'industry': 'Public Policy', 'location': 'Canberra, ACT'}, {'name': 'Air Plus BV', 'link': 'https://be.linkedin.com/company/air-plus-bvba', 'industry': 'Machinery', 'location': None}, {'name': 'Latham Australia Pty. Ltd.', 'link': 'https://au.linkedin.com/company/latham-australia-p-l', 'industry': 'Building Materials', 'location': 'Gladesville, NSW'}, {'name': 'Family Zone Cyber Safety', 'link': 'https://au.linkedin.com/company/family-zone-cyber-safety', 'industry': 'Telecommunications', 'location': None}]",
2116,Buttress,https://au.linkedin.com/company/buttress,"11 York St, Sydney, New South Wales, Australia",2000,,2021.0,"Buttress is one seamless software solution with everything a small construction business needs to function properly including timesheets, invoice processing, accounting, claims and financial management.Buttress will support small businesses with simple, accessible and cost effective solutions that promote accountability and transparency.",2-10,http://www.buttress.com.au,"['software', 'construction software']",Computer Software,[],
2121,eRx Script Exchange,https://au.linkedin.com/company/erx-script-exchange,"20 Trenerry Crescent, Abbotsford, , Australia",3067,,2009.0,"eRx Script Exchange is Australia’s largest and most clinically significant health information exchange.  Collaborating with every major medical and pharmacy software vendor in Australia, eRx connects more than 23,000 doctors and 90% of pharmacies nationally. 

eRx powers the national cloud based platform, MedView, providing health professionals a comprehensive picture of their patient’s medication history and advanced medications management capabilities.",51-200,http://www.erx.com.au,"['Reduces potential for medicine mixups', 'Reduce chance of dispensing errors', 'Improved quality safety of medication provision', 'Improved patient safety']",Information Technology and Services,[],
