,name,link,address,postcode,phone_number,founded_year,summary_description,nums_employee,website,technology,industry_focus,similar_companies,company_id
942,JBWere,https://au.linkedin.com/company/jbwere,"Level 16 101 Collins Street, Melbourne, VIC, Australia",3000,,1840.0,"We believe in long-term relationships built on trust. That’s why Australia and New Zealand's most successful people, families, and ‘for purpose’ organisations partner with JBWere for tailored strategic wealth and investment advice.

Drawing on the strengths of world-class partners and the NAB Group, our personal and integrated approach makes it easy to generate powerful financial and social returns – for generations.

Founded in 1840 by Jonathan Binns Were, the business currently employs more than 500 staff across its nine offices in Australia and New Zealand. We are proud to manage over $64 billion in assets under advice.

Watch JBWere's CEO, Justin Greiner, talk about our commitment to clients and what we represent as a business: https://www.jbwere.com.au/nav-header/about-us/our-business",501-1000,http://www.jbwere.com,"['Private Wealth Management', 'Wealth Advice', 'Investment Advice', 'Philanthropic Services', 'Intermediary Services for Financial Advisers', 'Responsible Investing', 'Alternative Investing']",Financial Services,"[{'name': 'JBWere New Zealand', 'link': 'https://nz.linkedin.com/company/jbwere-new-zealand', 'industry': 'Financial Services', 'location': None}, {'name': 'NAB', 'link': 'https://au.linkedin.com/company/nab', 'industry': 'Banking', 'location': 'Melbourne, Victoria'}, {'name': 'Koda Capital', 'link': 'https://au.linkedin.com/company/kodacapital', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'LGT Crestone Wealth Management Limited', 'link': 'https://au.linkedin.com/company/lgt-crestone-wealth-management', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Ord Minnett', 'link': 'https://au.linkedin.com/company/ord-minnett', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Escala Partners', 'link': 'https://au.linkedin.com/company/escala-partners', 'industry': 'Investment Management', 'location': None}, {'name': 'Shaw and Partners', 'link': 'https://au.linkedin.com/company/shaw-and-partners-limited', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Bell Potter Securities', 'link': 'https://au.linkedin.com/company/bell-potter-securities', 'industry': 'Financial Services', 'location': None}, {'name': 'WILSONS', 'link': 'https://au.linkedin.com/company/wilsonsadvisory', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Macquarie Group', 'link': 'https://au.linkedin.com/company/macquariegroup', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}]",
943,Bell Potter Securities,https://au.linkedin.com/company/bell-potter-securities,", Melbourne, , Australia",,,,"Bell Potter is one of Australia’s leading full service stockbroking and financial advisory firms. We provide a full range of services to institutional, corporate and private clients. We specialise in delivering a customised service dedicated to achieving our clients’ strategies and goals. Bell Potter has an established history of innovation, growth and profitability. 

Since inception, our organisation’s objective has been to offer a complete range of financial products and services that meet our clients’ needs. Our strength lies in being able to provide focused investment solutions for all our clients’ - from corporations and institutions to individuals.

Bell Potter is part of the Bell Financial Group of companies (ASX code: BFG).",501-1000,http://www.bellpotter.com.au,"['Stockbroking', 'Corporate Advisory', 'Futures', 'Foreign Exchange', 'Fixed Income', 'Portfolio Lending', 'Superannuation', 'Portfolio Administration Service']",Financial Services,"[{'name': 'Ord Minnett', 'link': 'https://au.linkedin.com/company/ord-minnett', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Shaw and Partners', 'link': 'https://au.linkedin.com/company/shaw-and-partners-limited', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Morgans Financial Limited', 'link': 'https://au.linkedin.com/company/morgans-financial-limited', 'industry': 'Financial Services', 'location': 'Brisbane, QLD'}, {'name': 'WILSONS', 'link': 'https://au.linkedin.com/company/wilsonsadvisory', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'LGT Crestone Wealth Management Limited', 'link': 'https://au.linkedin.com/company/lgt-crestone-wealth-management', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'E.L. & C. Baillieu Limited', 'link': 'https://au.linkedin.com/company/elcbaillieu', 'industry': 'Financial Services', 'location': 'Melbourne, Victoria'}, {'name': 'Bell Direct', 'link': 'https://au.linkedin.com/company/bell-direct', 'industry': 'Financial Services', 'location': 'Sydney, New South Wales'}, {'name': 'Evans & Partners', 'link': 'https://au.linkedin.com/company/evans-and-partners', 'industry': 'Financial Services', 'location': 'Melbourne, Victoria'}, {'name': 'Canaccord Genuity Australia', 'link': 'https://au.linkedin.com/company/canaccord-genuity-australia', 'industry': 'Financial Services', 'location': 'Melbourne, Victoria'}, {'name': 'JBWere', 'link': 'https://au.linkedin.com/company/jbwere', 'industry': 'Financial Services', 'location': 'Melbourne, VIC'}]",
944,Ord Minnett,https://au.linkedin.com/company/ord-minnett,"255 George Street Level 8, Sydney, NSW, Australia",2000,,1951.0,"Ord Minnett (Ords) is a leading Australian wealth management group, offering a full-service stockbroking, financial planning, funds management and portfolio services. Founded in 1951 by Charles Ord and Jack Minnett after meeting in the Australian Imperial Force in the Second World War, Ords has grown via strategic mergers and acquisitions of Australian financial firms with corporate origins dating back to 1872. Focused on service excellence, Ord Minnett is a highly respected name in the Australian investment and advisory landscape.

Ord Minnett’s advisers and clients benefit from our specialist corporate finance, fixed interest and asset management teams, committed to delivering unique investment offerings.",201-500,https://www.ords.com.au,"['Full-Service Stockbroking', 'Financial Planning', 'Corporate Finance', 'Superannuation & SMSF', 'Fixed Interest Securities', 'Investment Lending', 'Estate and Retirement Planning', 'Exchange Traded Funds', 'Asset Allocation', 'Institutional Broking', 'Research', 'Funds Management', 'Alternative Investments', 'Fixed Interest Securities', 'Cash Management Trusts', 'Significant Investor Visa - SIV']",Financial Services,"[{'name': 'Shaw and Partners', 'link': 'https://au.linkedin.com/company/shaw-and-partners-limited', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Bell Potter Securities', 'link': 'https://au.linkedin.com/company/bell-potter-securities', 'industry': 'Financial Services', 'location': None}, {'name': 'Morgans Financial Limited', 'link': 'https://au.linkedin.com/company/morgans-financial-limited', 'industry': 'Financial Services', 'location': 'Brisbane, QLD'}, {'name': 'WILSONS', 'link': 'https://au.linkedin.com/company/wilsonsadvisory', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'LGT Crestone Wealth Management Limited', 'link': 'https://au.linkedin.com/company/lgt-crestone-wealth-management', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'E.L. & C. Baillieu Limited', 'link': 'https://au.linkedin.com/company/elcbaillieu', 'industry': 'Financial Services', 'location': 'Melbourne, Victoria'}, {'name': 'Koda Capital', 'link': 'https://au.linkedin.com/company/kodacapital', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Evans & Partners', 'link': 'https://au.linkedin.com/company/evans-and-partners', 'industry': 'Financial Services', 'location': 'Melbourne, Victoria'}, {'name': 'JBWere', 'link': 'https://au.linkedin.com/company/jbwere', 'industry': 'Financial Services', 'location': 'Melbourne, VIC'}, {'name': 'Macquarie Group', 'link': 'https://au.linkedin.com/company/macquariegroup', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}]",
945,Morgans Financial Limited,https://au.linkedin.com/company/morgans-financial-limited,"123 Eagle Street, Brisbane, QLD, Australia",4000,,1982.0,"Stockbroking | Wealth Management | Corporate AdviceMorgans is Australia's largest national full-service retail stockbroking and wealth management network with over 240,000 client accounts, 500 authorised representatives and 950 employees operating from offices in all states and territories.The services offered by the group are extensive and include the following:- Full service stockbroking including exchange traded options and warrants.- Investment portfolio reviews.- Margin lending facilities.- Nominee, custodial and administration management through our Managed Portfolio Service (wealth+).- Equity raisings such as Initial Public Offers, sub- underwriting and sophisticated investor offers.- Financial planning services comprising personal financial planning, retirement and superannuation planning, estate planning, and personal and life insurance.- SMSF administration.- A full range of fixed interest and income focused investment opportunities.---We welcome feedback and contributions on our page but we do ask you keep our social media guidelines in mind to ensure relevant and respectful conversations.  You can read more about our commitment to digital privacy and data protection at  https://www.morgans.com.au/terms-of-use/social-media-policy.",501-1000,http://www.morgans.com.au,"['Full Service Stockbroking', 'Financial Planning', 'Corporate Finance', 'Wealth Management', 'Self Managed Superannuation Funds(SMSFs)', 'Retirement Planning', 'Superannuation Advice', 'Institutional Broking', 'Portfolio Administration']",Financial Services,"[{'name': 'Ord Minnett', 'link': 'https://au.linkedin.com/company/ord-minnett', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Bell Potter Securities', 'link': 'https://au.linkedin.com/company/bell-potter-securities', 'industry': 'Financial Services', 'location': None}, {'name': 'Shaw and Partners', 'link': 'https://au.linkedin.com/company/shaw-and-partners-limited', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'WILSONS', 'link': 'https://au.linkedin.com/company/wilsonsadvisory', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'E.L. & C. Baillieu Limited', 'link': 'https://au.linkedin.com/company/elcbaillieu', 'industry': 'Financial Services', 'location': 'Melbourne, Victoria'}, {'name': 'Crestone Wealth Management', 'link': 'https://au.linkedin.com/company/crestone-wealth-management', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'JBWere', 'link': 'https://au.linkedin.com/company/jbwere', 'industry': 'Financial Services', 'location': 'Melbourne, VIC'}, {'name': 'Evans & Partners', 'link': 'https://au.linkedin.com/company/evans-and-partners', 'industry': 'Financial Services', 'location': 'Melbourne, Victoria'}, {'name': 'Barrenjoey', 'link': 'https://au.linkedin.com/company/barrenjoey', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Macquarie Group', 'link': 'https://au.linkedin.com/company/macquariegroup', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}]",
946,E.L. & C. Baillieu Limited,https://au.linkedin.com/company/elcbaillieu,"35 Collins St Level 22, Melbourne, Victoria, Australia",3000,,1889.0,"A Century of Expertise in the Now

Disruption. Technology. The next big thing.

These are the buzz words that grace the financial papers of today.

As one of Australia’s oldest privately owned financial advisory firms, we’ve seen words like these appear and disappear countless times. History has taught us that change is the only constant. And 100 years of experience has taught us how to navigate that change within the proper context of what has come before. So, no matter the era or climate outside, our clients prosper. Generation to generation, and beyond.",201-500,https://www.baillieu.com.au,"['Private Wealth Management', 'Stockbroking', 'Financial Planning', 'Domestic Equities', 'Self Managed Superannuation', 'International Equities & Fixed Interest', 'Corporate Finance', 'Managed Investments', 'Wealth Management', 'Institutional Equities']",Financial Services,"[{'name': 'Ord Minnett', 'link': 'https://au.linkedin.com/company/ord-minnett', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Shaw and Partners', 'link': 'https://au.linkedin.com/company/shaw-and-partners-limited', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Bell Potter Securities', 'link': 'https://au.linkedin.com/company/bell-potter-securities', 'industry': 'Financial Services', 'location': None}, {'name': 'WILSONS', 'link': 'https://au.linkedin.com/company/wilsonsadvisory', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Morgans Financial Limited', 'link': 'https://au.linkedin.com/company/morgans-financial-limited', 'industry': 'Financial Services', 'location': 'Brisbane, QLD'}, {'name': 'Evans & Partners', 'link': 'https://au.linkedin.com/company/evans-and-partners', 'industry': 'Financial Services', 'location': 'Melbourne, Victoria'}, {'name': 'LGT Crestone Wealth Management Limited', 'link': 'https://au.linkedin.com/company/lgt-crestone-wealth-management', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'JBWere', 'link': 'https://au.linkedin.com/company/jbwere', 'industry': 'Financial Services', 'location': 'Melbourne, VIC'}, {'name': 'Koda Capital', 'link': 'https://au.linkedin.com/company/kodacapital', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Escala Partners', 'link': 'https://au.linkedin.com/company/escala-partners', 'industry': 'Investment Management', 'location': None}]",
947,CommSec,https://au.linkedin.com/company/commsec,"CommSec, Sydney, NSW, Australia",2000,,1995.0,"CommSec is Australia's largest online broker, offering a number of products and services including online trading, cash management, margin lending, and international share trading. Visit our website or follow us on Twitter for live share market news and subscribe to CommSec TV on YouTube for video updates from our leading market analysts.  Market News: https://www.commsec.com.au/market-news/the-markets.html Twitter:  http://www.twitter.com/commsec YouTube:  http://www.youtube.com/commsectv",501-1000,http://www.commsec.com.au,"['Shares', 'Options', 'Margin Lending', 'Cash Management', 'International Share Trading', 'Managed Funds']",Financial Services,"[{'name': 'Commonwealth Bank', 'link': 'https://au.linkedin.com/company/commonwealthbank', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'ASX', 'link': 'https://au.linkedin.com/company/asx', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'AUSIEX', 'link': 'https://au.linkedin.com/company/ausiex', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'NAB', 'link': 'https://au.linkedin.com/company/nab', 'industry': 'Banking', 'location': 'Melbourne, Victoria'}, {'name': 'ANZ', 'link': 'https://au.linkedin.com/company/anz', 'industry': 'Banking', 'location': 'Melbourne, Victoria'}, {'name': 'Macquarie Group', 'link': 'https://au.linkedin.com/company/macquariegroup', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Westpac', 'link': 'https://au.linkedin.com/company/westpac', 'industry': 'Banking', 'location': 'Sydney, NSW'}, {'name': 'ASIC', 'link': 'https://au.linkedin.com/company/asic', 'industry': 'Government Administration', 'location': 'Sydney, NSW'}, {'name': 'CommInsure', 'link': 'https://au.linkedin.com/company/comminsure', 'industry': 'Insurance', 'location': None}, {'name': 'Reserve Bank of Australia', 'link': 'https://au.linkedin.com/company/reservebankau', 'industry': 'Banking', 'location': 'Sydney, NSW'}]",
948,Commonwealth Bank,https://au.linkedin.com/company/commonwealthbank,"., Sydney, NSW, Australia",2000,,,"Australia’s leading provider of financial services including retail, premium, business and institutional banking, funds management, superannuation, insurance, investment and sharebroking products and services. 
We are a business with more than 800,000 shareholders and over 52,000 employees. We offer a full range of financial services to help all Australians build and manage their finances.

Connect with us, we'd like to hear from you:

facebook.com/commonwealthbank
twitter.com/commbank
youtube.com/commbank
youtube.com/commbankbusiness
instagram.com/commbank

Our Community Guidelines can be found at:
https://www.commbank.com.au/support/social-networks.html

For information on our Privacy Policy visit https://www.commbank.com.au/support/privacy",10001-0,http://www.commbank.com.au/,,Financial Services,"[{'name': 'ANZ', 'link': 'https://au.linkedin.com/company/anz', 'industry': 'Banking', 'location': 'Melbourne, Victoria'}, {'name': 'NAB', 'link': 'https://au.linkedin.com/company/nab', 'industry': 'Banking', 'location': 'Melbourne, Victoria'}, {'name': 'Westpac', 'link': 'https://au.linkedin.com/company/westpac', 'industry': 'Banking', 'location': 'Sydney, NSW'}, {'name': 'Macquarie Group', 'link': 'https://au.linkedin.com/company/macquariegroup', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Deloitte', 'link': 'https://www.linkedin.com/company/deloitte', 'industry': 'Business Consulting and Services', 'location': None}, {'name': 'EY', 'link': 'https://uk.linkedin.com/company/ernstandyoung', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'Westpac Group', 'link': 'https://au.linkedin.com/company/westpac-group', 'industry': 'Financial Services', 'location': 'Sydney, New South Wales'}, {'name': 'HSBC', 'link': 'https://uk.linkedin.com/company/hsbc', 'industry': 'Financial Services', 'location': None}, {'name': 'Google', 'link': 'https://www.linkedin.com/company/google', 'industry': 'Software Development', 'location': 'Mountain View, CA'}, {'name': 'Citi', 'link': 'https://www.linkedin.com/company/citi', 'industry': 'Financial Services', 'location': 'New York, New York'}]",
949,ASX,https://au.linkedin.com/company/asx,"20 Bridge Street, Sydney, NSW, Australia",2000,,1987.0,"ASX is one of the world’s top ten exchanges. As a full-service exchange, we offer trading, clearing, settlement, market insights, connectivity, and depository services across all major asset classes including equities, derivatives, ETFs, options, and managed funds. 

With a total market capitalisation of around $1.5 trillion, ASX is home to some of the world’s leading resource, finance, and technology companies. Our $47 trillion interest rate derivatives market is the largest in Asia and among the biggest in the world.

ASX’s network and data centre (The Australian Liquidity Centre) provides a world class financial infrastructure and access to Australia’s largest pools of liquidity.",501-1000,http://www2.asx.com.au,,Financial Services,"[{'name': 'ASIC', 'link': 'https://au.linkedin.com/company/asic', 'industry': 'Government Administration', 'location': 'Sydney, NSW'}, {'name': 'CommSec', 'link': 'https://au.linkedin.com/company/commsec', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Reserve Bank of Australia', 'link': 'https://au.linkedin.com/company/reservebankau', 'industry': 'Banking', 'location': 'Sydney, NSW'}, {'name': 'Commonwealth Bank', 'link': 'https://au.linkedin.com/company/commonwealthbank', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Macquarie Group', 'link': 'https://au.linkedin.com/company/macquariegroup', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'The Australian Financial Review', 'link': 'https://au.linkedin.com/company/financial-review', 'industry': 'Newspaper Publishing', 'location': 'North Sydney, NSW'}, {'name': 'Australian Prudential Regulation Authority', 'link': 'https://au.linkedin.com/company/apra', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'AUSTRAC', 'link': 'https://au.linkedin.com/company/austrac', 'industry': 'Law Enforcement', 'location': 'Haymarket, NSW'}, {'name': 'NAB', 'link': 'https://au.linkedin.com/company/nab', 'industry': 'Banking', 'location': 'Melbourne, Victoria'}, {'name': 'Westpac', 'link': 'https://au.linkedin.com/company/westpac', 'industry': 'Banking', 'location': 'Sydney, NSW'}]",
950,Colonial First State,https://au.linkedin.com/company/colonial-first-state,"George St, Sydney, New South Wales, Australia",2000,,,"We’ve helped over 3 million Australians unleash their second half.

We provide superannuation, investment and retirement products to members as well as to corporate and superannuation fund investors. Our wide range and investment management expertise spans Australian and global shares, property, fixed interest, credit, hedge funds, infrastructure and private equity. 

Privacy policy: http://cfs.com.au/privacy

Avanteos Investments Limited ABN 20 096 259 979, AFSL 245531 (AIL) is the trustee and issuer of super and pension products. Colonial First State Investments Limited ABN 98 002 348 352, AFSL 232468 (CFSIL) is the issuer and Investor Directed Portfolio Services (IDPS) operator and administrator of investment products. Information on this social media may include general advice but does not consider your individual objectives, financial situation, needs or tax circumstances.  You can find the target market determinations (TMD) for our financial products at www.cfs.com.au/tmd, which include a description of who a financial product might suit. You should read the relevant Product Disclosure Statement (PDS), Investor Directed Portfolio Service Guide (IDPS Guide) and Financial Services Guide (FSG) carefully, assess whether the information is appropriate for you, and consider talking to a financial adviser before making an investment decision. You can get the FirstChoice PDSs and the FSG from www.cfs.com.au or by calling 13 13 36 and FirstWrap PDSs, FSGs and IDPS Guides from www.firstwrap.com.au or your adviser.",1001-5000,https://www.cfs.com.au/,"['Financial Planning', 'Financial Advice', 'Investment', 'Retirement Planning', 'Wealth Management', 'Superannuation']",Financial Services,"[{'name': 'Commonwealth Bank', 'link': 'https://au.linkedin.com/company/commonwealthbank', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Macquarie Group', 'link': 'https://au.linkedin.com/company/macquariegroup', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'AMP', 'link': 'https://au.linkedin.com/company/amp', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'AustralianSuper', 'link': 'https://au.linkedin.com/company/australiansuper', 'industry': 'Financial Services', 'location': 'Melbourne, Victoria'}, {'name': 'Aware Super', 'link': 'https://au.linkedin.com/company/awaresuper', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'NAB', 'link': 'https://au.linkedin.com/company/nab', 'industry': 'Banking', 'location': 'Melbourne, Victoria'}, {'name': 'BT', 'link': 'https://au.linkedin.com/company/bt-financial', 'industry': 'Financial Services', 'location': 'Barangaroo, New South Wales'}, {'name': 'UniSuper', 'link': 'https://au.linkedin.com/company/unisuper', 'industry': 'Financial Services', 'location': 'Melbourne, VIC'}, {'name': 'Perpetual Limited', 'link': 'https://au.linkedin.com/company/perpetual-limited', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'HUB24 Limited', 'link': 'https://au.linkedin.com/company/hub-24', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}]",
951,Nomura Research Institute Australia Pty Ltd,https://au.linkedin.com/company/nomura-research-institute-australia-pty-ltd,"Level 57 MLC Centre, 19-29 Martin Place, Sydney, New South Wales, Australia",2000,,2017.0,"As an Australia regional management company of NRI group, NRI AU manages NRI group’s Australian businesses and companies including but not limited to ASG Group Limited. The business function includes corporate governance, financial consolidation, M&A, and internal audit activities in the region.",1001-5000,https://www.nri.com/en/company/map/overseas/asia/nriau,"['Financial IT Solutions', 'Industrial IT Soutions', 'IT Platform Services', 'Consulting', 'Managed Service', 'Research']",IT Services and IT Consulting,"[{'name': 'NRI (Nomura Research Institute)', 'link': 'https://jp.linkedin.com/company/nri-nomura-research-institute', 'industry': 'IT Services and IT Consulting', 'location': 'Chiyoda-ku, Tokyo'}, {'name': 'Planit Testing', 'link': 'https://au.linkedin.com/company/planit-testing', 'industry': 'IT Services and IT Consulting', 'location': 'Sydney, NSW'}, {'name': 'Nomura', 'link': 'https://jp.linkedin.com/company/nomura', 'industry': 'Financial Services', 'location': None}, {'name': 'Nomura Research Institute Indonesia', 'link': 'https://id.linkedin.com/company/nomura-research-institute-indonesia', 'industry': 'IT Services and IT Consulting', 'location': 'Jakarta, Jakarta'}, {'name': 'Nomura Research Institute Singapore', 'link': 'https://sg.linkedin.com/company/nomura-research-institute-singapore-pte-ltd', 'industry': 'Business Consulting and Services', 'location': 'Singapore, Singapore'}, {'name': 'AUSIEX', 'link': 'https://au.linkedin.com/company/ausiex', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'SEQA', 'link': 'https://nz.linkedin.com/company/seqa', 'industry': 'IT Services and IT Consulting', 'location': 'Wellington, Wellington Region'}, {'name': 'NRI (Nomura Research Institute) Singapore -Manila Branch', 'link': 'https://ph.linkedin.com/company/nri-nomura-research-institute-singapore-manila-branch', 'industry': 'Business Consulting and Services', 'location': 'Makati City, Metro Manila'}, {'name': 'Qual IT', 'link': 'https://nz.linkedin.com/company/qual-it', 'industry': 'IT Services and IT Consulting', 'location': 'P O Box 5280, Wellington'}, {'name': 'NRIセキュアテクノロジーズ株式会社 / NRI SecureTechnologies, Ltd.', 'link': 'https://jp.linkedin.com/company/nri-securetechnologies-ltd', 'industry': 'Computer and Network Security', 'location': '千代田区, 東京都'}]",
952,CMC Markets APAC & Canada,https://au.linkedin.com/company/cmc-markets-apac,"Level 20, Tower 3 International Towers , Sydney, NSW, Australia",2000,,1989.0,"Established in 1989, CMC Markets exists to make the financial markets truly accessible. We are a leading global provider of online trading across CFD & stockbroking, pioneering the fin-tech industry. Our clients sit at the very heart of everything we do. Our goal is to provide the ultimate trading experience – which means, regardless of trading experience, we are passionate about helping our clients reach their trading goals. A little more about us:   •  We’re listed on the London Stock Exchange  •  Regulated by ASIC in Australia, CMC Markets Stockbroking is also a participant of the ASX Group   •  CMC Markets is an Authorised Futures Dealer and a member of the New Zealand Financial Markets Authority (FMA)   •  CMC Markets Canada is a member of the Investment Industry Regulatory Organization of Canada and is a member of the Canadian Investor Protection Fund. We have accumulated over 20 years’ institutional experience, with existing partnerships in more than 25 countries. Our institutional arm provides a bespoke brokerage service for banks, brokers, funds and trading desks. To learn more about our:  •  AU operations, contact us https://www.cmcmarkets.com/en-au/contact-us  •  NZ operations: https://www.cmcmarkets.com/en-nz/  •  CA operations: https://www.cmcmarkets.com/en-ca/  •  SG operations: https://www.cmcmarkets.com/en-sg/",501-1000,https://www.cmcmarkets.com/en-au/,"['Contracts for Difference (CFDs)', 'Stockbroking (Australia)', 'Forex', 'Shares', 'Cryptocurrency', 'Commodities', 'Indices']",Financial Services,"[{'name': 'CMC Markets', 'link': 'https://www.linkedin.com/company/cmc-markets', 'industry': 'Financial Services', 'location': None}, {'name': 'IG Group', 'link': 'https://www.linkedin.com/company/iggroup', 'industry': 'Financial Services', 'location': None}, {'name': 'CMC Markets Singapore', 'link': 'https://sg.linkedin.com/company/cmc-markets-singapore', 'industry': 'Financial Services', 'location': None}, {'name': 'Pepperstone', 'link': 'https://au.linkedin.com/company/pepperstone', 'industry': 'Capital Markets', 'location': 'Melbourne, Victoria'}, {'name': 'IC Markets', 'link': 'https://au.linkedin.com/company/icmarkets', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Commonwealth Bank', 'link': 'https://au.linkedin.com/company/commonwealthbank', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'CMC Markets Canada', 'link': 'https://ca.linkedin.com/company/cmc-markets-ca', 'industry': 'Financial Services', 'location': 'Toronto, Ontario'}, {'name': 'Interactive Brokers', 'link': 'https://www.linkedin.com/company/interactive-brokers', 'industry': 'Financial Services', 'location': 'Greenwich, Connecticut'}, {'name': 'Saxo Bank', 'link': 'https://dk.linkedin.com/company/saxo-bank', 'industry': 'Investment Banking', 'location': 'Copenhagen, Capital Region'}, {'name': 'Plus500™', 'link': 'https://www.linkedin.com/company/plus500-official-page', 'industry': 'Financial Services', 'location': 'London , England'}]",
953,Macquarie Group,https://au.linkedin.com/company/macquariegroup,"50 Martin Place, Sydney, NSW, Australia",2000,,1969.0,"At Macquarie, we empower people to innovate and invest for a better future. We are a global financial services organisation with Australian heritage, operating in 33 markets. To find out more, visit us at www.macquarie.com  

To read our social media disclaimer, visit macq.co/SocialMediaDisclaimer",10001-0,https://www.macquarie.com,"['Advisory and capital raising', 'financing', 'investing', 'leasing', 'research', 'trading and hedging', 'and banking', 'advice and intermediary services', 'funds management']",Financial Services,"[{'name': 'Goldman Sachs', 'link': 'https://www.linkedin.com/company/goldman-sachs', 'industry': 'Financial Services', 'location': 'New York, New York'}, {'name': 'Commonwealth Bank', 'link': 'https://au.linkedin.com/company/commonwealthbank', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Citi', 'link': 'https://www.linkedin.com/company/citi', 'industry': 'Financial Services', 'location': 'New York, New York'}, {'name': 'Deloitte', 'link': 'https://www.linkedin.com/company/deloitte', 'industry': 'Business Consulting and Services', 'location': None}, {'name': 'JPMorgan Chase & Co.', 'link': 'https://www.linkedin.com/company/jpmorganchase', 'industry': 'Financial Services', 'location': 'New York, NY'}, {'name': 'Green Investment Group', 'link': 'https://uk.linkedin.com/company/greeninvestmentgroup', 'industry': 'Financial Services', 'location': None}, {'name': 'EY', 'link': 'https://uk.linkedin.com/company/ernstandyoung', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'Morgan Stanley', 'link': 'https://www.linkedin.com/company/morgan-stanley', 'industry': 'Financial Services', 'location': 'New York, NY'}, {'name': 'ANZ', 'link': 'https://au.linkedin.com/company/anz', 'industry': 'Banking', 'location': 'Melbourne, Victoria'}, {'name': 'UBS', 'link': 'https://ch.linkedin.com/company/ubs', 'industry': 'Financial Services', 'location': None}]",
